Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,212.0490997058321,214.10439907114193,209.41634522293148,210.7865447998047,316400,0.0,0.0
2023-01-04 00:00:00-05:00,214.53502688511512,214.99502563476562,212.00015032618472,214.99502563476562,354700,0.0,0.0
2023-01-05 00:00:00-05:00,212.6265438948991,213.80100283063746,211.17804503862362,211.4814453125,205900,0.0,0.0
2023-01-06 00:00:00-05:00,212.2252474562036,220.02073420839193,211.59886841574138,219.31117248535156,212900,0.0,0.0
2023-01-09 00:00:00-05:00,225.10520173490102,227.79667697303572,223.90138244628906,223.90138244628906,564700,0.0,0.0
2023-01-10 00:00:00-05:00,225.20306739526478,227.189864178315,224.38093274423503,227.01368713378906,297700,0.0,0.0
2023-01-11 00:00:00-05:00,228.0022131337587,229.88135040674982,227.49327545543122,228.7362518310547,332600,0.0,0.0
2023-01-12 00:00:00-05:00,229.13751101463507,232.05410214074416,227.7183725444983,230.82090759277344,329800,0.0,0.0
2023-01-13 00:00:00-05:00,229.7834622671309,231.41791990081012,229.6170819619838,230.89920043945312,186400,0.0,0.0
2023-01-17 00:00:00-05:00,232.30856872237678,234.6927309635116,232.30856872237678,232.7979278564453,340100,0.0,0.0
2023-01-18 00:00:00-05:00,236.7910884738804,237.47618824088897,234.60855102539062,234.60855102539062,566200,0.0,0.0
2023-01-19 00:00:00-05:00,234.35409123683422,234.8923892824176,231.63325558903736,232.9251708984375,605100,0.0,0.0
2023-01-20 00:00:00-05:00,235.08812711340656,237.33918213698084,234.4226058534929,237.22174072265625,311800,0.0,0.0
2023-01-23 00:00:00-05:00,236.80087407102587,240.06000758703314,236.51705235374078,238.4549102783203,373100,0.0,0.0
2023-01-24 00:00:00-05:00,237.5349109292688,239.23298765207144,236.6638523037826,238.8463897705078,283700,0.0,0.0
2023-01-25 00:00:00-05:00,237.59362988574648,240.54936309385647,237.2021485710804,240.35362243652344,275200,0.0,0.0
2023-01-26 00:00:00-05:00,241.50850954766324,243.21442668467193,241.05830751656575,242.4970245361328,362500,0.0,0.0
2023-01-27 00:00:00-05:00,243.52469043781718,250.6321361601773,243.52469043781718,248.32040405273438,802900,0.0,0.0
2023-01-30 00:00:00-05:00,248.34974966476213,249.63186815042994,245.2667932287526,245.9029541015625,481300,0.0,0.0
2023-01-31 00:00:00-05:00,241.35193050822036,246.23572510057744,241.2638345143474,245.96168518066406,708600,0.0,0.0
2023-02-01 00:00:00-05:00,244.49359875514105,251.00206901390172,243.92594038940302,247.9289093017578,786100,0.0,0.0
2023-02-02 00:00:00-05:00,259.55609923707846,264.5964923944616,257.0211926134696,259.83013916015625,1191400,0.0,0.0
2023-02-03 00:00:00-05:00,254.90719850570997,258.38163659602503,254.17315976538038,254.50592041015625,776300,0.0,0.0
2023-02-06 00:00:00-05:00,254.858248838055,257.4127192276094,253.4488920441174,255.74888610839844,395300,0.0,0.0
2023-02-07 00:00:00-05:00,256.92332123692245,261.5624358929064,256.69626387396346,261.22967529296875,464800,0.0,0.0
2023-02-08 00:00:00-05:00,260.78923768696626,262.1398735532653,259.50711926156265,260.8871154785156,445200,0.0,0.0
2023-02-09 00:00:00-05:00,263.84285399546616,264.3713702161461,259.4288549764921,260.6424560546875,306600,0.0,0.0
2023-02-10 00:00:00-05:00,252.80291322404688,254.5939843561644,251.4523071218686,254.15354919433594,564700,0.0,0.0
2023-02-13 00:00:00-05:00,256.042455567976,259.26244682920174,255.6020502960848,257.8335266113281,232000,0.0,0.0
2023-02-14 00:00:00-05:00,255.69013925189705,260.5348064691771,255.4258960805966,259.95733642578125,198100,0.0,0.0
2023-02-15 00:00:00-05:00,258.37180989641513,261.6162631419217,258.37180989641513,261.5428771972656,282600,0.0,0.0
2023-02-16 00:00:00-05:00,259.66371161741705,262.98644900501097,258.51372973118964,260.2215881347656,217500,0.0,0.0
2023-02-17 00:00:00-05:00,259.25267772717143,261.8951989401136,258.73392840900226,261.2003173828125,251800,0.0,0.0
2023-02-21 00:00:00-05:00,257.4420354735502,258.0096788694631,256.2088410231187,257.2071228027344,331800,0.0,0.0
2023-02-22 00:00:00-05:00,256.2382416618191,256.70313883869727,254.04592217689398,255.0540008544922,286900,0.0,0.0
2023-02-23 00:00:00-05:00,258.34246153407025,258.9884191648116,255.69994017352178,256.57098388671875,258000,0.0,0.0
2023-02-24 00:00:00-05:00,252.21572132815896,254.48632511564105,251.60889088459373,253.59568786621094,246200,0.0,0.0
2023-02-27 00:00:00-05:00,255.3280248773443,257.0114214821014,254.97567077173366,255.79779052734375,195600,0.0,0.0
2023-02-28 00:00:00-05:00,254.19268133364923,256.5122385905184,253.37546003432917,254.82884216308594,351700,0.0,0.0
2023-03-01 00:00:00-05:00,260.045467050268,260.1433149868292,256.56123225429445,257.1288757324219,203300,0.0,0.0
2023-03-02 00:00:00-05:00,256.7373664368932,259.409248018174,255.93481034128177,258.9492492675781,203500,0.0,0.0
2023-03-03 00:00:00-05:00,266.11347045111455,267.3319698213484,264.7775296767293,265.6730651855469,494700,0.0,0.0
2023-03-06 00:00:00-05:00,267.6794210983529,268.0121816939731,264.1853900421783,264.6062316894531,752100,0.0,0.0
2023-03-07 00:00:00-05:00,267.71859299133104,268.24707933048006,262.4335205230703,262.9522399902344,269500,0.0,0.0
2023-03-08 00:00:00-05:00,262.8543737622485,264.9977691696839,261.64074279334676,263.9211730957031,165000,0.0,0.0
2023-03-09 00:00:00-05:00,262.44330331699035,263.0501038774927,257.5301482569472,259.0471496582031,242300,0.0,0.0
2023-03-10 00:00:00-05:00,260.1139218081104,260.1139218081104,253.83056777367165,255.67056274414062,476400,0.0,0.0
2023-03-13 00:00:00-04:00,252.705050152304,256.08161000761,252.3331324589297,254.52545166015625,310500,0.0,0.0
2023-03-14 00:00:00-04:00,256.97226257092643,258.17609677675705,255.03438967405273,257.3050231933594,419800,0.0,0.0
2023-03-15 00:00:00-04:00,248.87825718440064,251.53059021248944,246.80337927360776,250.83570861816406,405900,0.0,0.0
2023-03-16 00:00:00-04:00,250.865074361048,259.6637420584895,250.865074361048,258.73394775390625,413300,0.0,0.0
